"BehaviorSpace results (NetLogo 5.0.4)"
"forage_Value_model.nlogo"
"E1"
"05/23/2014 22:34:16:127 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","pref","num-patches","init-seed","[step]","mean edata","standard-deviation edata","mean hdata","standard-deviation hdata"
"138","0.85","3","1","1","71.11569999999996","8.241428961532982","-0.39720000000000083","0.35501858852488116"
"140","0.85","3","2","0","71.79006666666665","7.974773316493044","-0.3779999999999999","0.32363674195112657"
"140","0.85","3","2","1","71.79006666666665","7.974773316493044","-0.3779999999999999","0.32363674195112657"
"142","0.85","3","3","0","71.47773333333323","7.2705887803068165","-0.4130000000000011","0.31605520228417516"
"142","0.85","3","3","1","71.47773333333323","7.2705887803068165","-0.4130000000000011","0.31605520228417516"
"141","0.85","3","2","0","70.1436666666666","7.093450910776881","-0.4244","0.31860029213129465"
"141","0.85","3","2","1","70.1436666666666","7.093450910776881","-0.4244","0.31860029213129465"
"143","0.85","3","3","0","71.2277333333333","6.649282788511976","-0.3913999999999997","0.31709081756901514"
"143","0.85","3","3","1","71.2277333333333","6.649282788511976","-0.3913999999999997","0.31709081756901514"
"144","0.85","3","3","0","74.43326666666677","7.058441394799047","-0.3356000000000001","0.34833026565886455"
"144","0.85","3","3","1","74.43326666666677","7.058441394799047","-0.3356000000000001","0.34833026565886455"
"145","0.85","3","4","0","72.82863333333343","6.650798693050164","-0.4009999999999999","0.3118593533249509"
"145","0.85","3","4","1","72.82863333333343","6.650798693050164","-0.4009999999999999","0.3118593533249509"
"147","0.85","3","4","0","72.89826666666663","6.789056345280448","-0.37519999999999903","0.3393819973718984"
"147","0.85","3","4","1","72.89826666666663","6.789056345280448","-0.37519999999999903","0.3393819973718984"
"146","0.85","3","4","0","74.8542000000001","7.469189159624875","-0.3240000000000003","0.3450551594499962"
"146","0.85","3","4","1","74.8542000000001","7.469189159624875","-0.3240000000000003","0.3450551594499962"
"148","0.85","3","5","0","72.90193333333322","7.142184256028271","-0.36960000000000026","0.36022993435527295"
"148","0.85","3","5","1","72.90193333333322","7.142184256028271","-0.36960000000000026","0.36022993435527295"
"149","0.85","3","5","0","73.8860666666666","6.931719615020916","-0.3947999999999999","0.34999350773329624"
"149","0.85","3","5","1","73.8860666666666","6.931719615020916","-0.3947999999999999","0.34999350773329624"
"150","0.85","3","5","0","73.09756666666665","5.726976719110193","-0.3879999999999992","0.3085955787616392"
"150","0.85","3","5","1","73.09756666666665","5.726976719110193","-0.3879999999999992","0.3085955787616392"
"152","0.85","5","1","0","76.28033333333323","5.842075236188556","-0.32099999999999973","0.30405830271750806"
"152","0.85","5","1","1","76.28033333333323","5.842075236188556","-0.32099999999999973","0.30405830271750806"
"151","0.85","5","1","0","76.46893333333345","5.867907110951196","-0.34119999999999917","0.3286496167205613"
"151","0.85","5","1","1","76.46893333333345","5.867907110951196","-0.34119999999999917","0.3286496167205613"
"153","0.85","5","1","0","77.6344666666667","6.041957516637722","-0.2901999999999993","0.3250994457849011"
"153","0.85","5","1","1","77.6344666666667","6.041957516637722","-0.2901999999999993","0.3250994457849011"
"154","0.85","5","2","0","74.55833333333334","5.81007848587366","-0.3343999999999988","0.30084405785580587"
"154","0.85","5","2","1","74.55833333333334","5.81007848587366","-0.3343999999999988","0.30084405785580587"
"155","0.85","5","2","0","76.61869999999983","6.1289349934678","-0.3263999999999992","0.3061319270457716"
"155","0.85","5","2","1","76.61869999999983","6.1289349934678","-0.3263999999999992","0.3061319270457716"
"156","0.85","5","2","0","77.11610000000017","7.049119155672634","-0.3017999999999996","0.33458737081472384"
"156","0.85","5","2","1","77.11610000000017","7.049119155672634","-0.3017999999999996","0.33458737081472384"
"157","0.85","5","3","0","74.44489999999993","7.318435787876402","-0.3639999999999993","0.3102261114739359"
"157","0.85","5","3","1","74.44489999999993","7.318435787876402","-0.3639999999999993","0.3102261114739359"
"158","0.85","5","3","0","72.06059999999995","6.5944561769753065","-0.3632000000000001","0.3152540961591868"
"158","0.85","5","3","1","72.06059999999995","6.5944561769753065","-0.3632000000000001","0.3152540961591868"
"159","0.85","5","3","0","76.79349999999994","6.23335474285229","-0.2907999999999997","0.3107602483136026"
"159","0.85","5","3","1","76.79349999999994","6.23335474285229","-0.2907999999999997","0.3107602483136026"
"161","0.85","5","4","0","76.45723333333326","7.333055391872421","-0.3046000000000005","0.32779000333488906"
"161","0.85","5","4","1","76.45723333333326","7.333055391872421","-0.3046000000000005","0.32779000333488906"
"160","0.85","5","4","0","73.84783333333331","6.147632952502653","-0.3047999999999995","0.32912806821248947"
"160","0.85","5","4","1","73.84783333333331","6.147632952502653","-0.3047999999999995","0.32912806821248947"
"162","0.85","5","4","0","74.08663333333328","7.201937031591363","-0.3573999999999997","0.3318061713340124"
"162","0.85","5","4","1","74.08663333333328","7.201937031591363","-0.3573999999999997","0.3318061713340124"
"163","0.85","5","5","0","74.17223333333328","9.544293192519122","-0.3234000000000002","0.3516476874601848"
"163","0.85","5","5","1","74.17223333333328","9.544293192519122","-0.3234000000000002","0.3516476874601848"
"164","0.85","5","5","0","76.52256666666673","6.11029721315946","-0.27819999999999995","0.31652005456991955"
"164","0.85","5","5","1","76.52256666666673","6.11029721315946","-0.27819999999999995","0.31652005456991955"
"165","0.85","5","5","0","75.90323333333326","6.501623180627422","-0.34379999999999833","0.2863626434498117"
"165","0.85","5","5","1","75.90323333333326","6.501623180627422","-0.34379999999999833","0.2863626434498117"
"167","0.85","7","1","0","77.65373333333332","6.0119437212358635","-0.23599999999999968","0.3334894529294956"
"167","0.85","7","1","1","77.65373333333332","6.0119437212358635","-0.23599999999999968","0.3334894529294956"
"166","0.85","7","1","0","76.82039999999989","6.242535968461834","-0.27839999999999926","0.32080579227370176"
"166","0.85","7","1","1","76.82039999999989","6.242535968461834","-0.27839999999999926","0.32080579227370176"
"168","0.85","7","1","0","75.3891","5.940741745891693","-0.30200000000000005","0.32671507884201156"
"168","0.85","7","1","1","75.3891","5.940741745891693","-0.30200000000000005","0.32671507884201156"
"170","0.85","7","2","0","80.73919999999995","5.821078315673283","-0.21200000000000005","0.3824163205751579"
"170","0.85","7","2","1","80.73919999999995","5.821078315673283","-0.21200000000000005","0.3824163205751579"
"169","0.85","7","2","0","74.51139999999998","6.505926478339869","-0.3187999999999992","0.27720642742080237"
"169","0.85","7","2","1","74.51139999999998","6.505926478339869","-0.3187999999999992","0.27720642742080237"
"171","0.85","7","2","0","78.43446666666668","6.784674680932142","-0.26579999999999965","0.34384384331930157"
"171","0.85","7","2","1","78.43446666666668","6.784674680932142","-0.26579999999999965","0.34384384331930157"
"172","0.85","7","3","0","74.90586666666681","6.809306132786957","-0.3029999999999992","0.3138303514472281"
"172","0.85","7","3","1","74.90586666666681","6.809306132786957","-0.3029999999999992","0.3138303514472281"
"173","0.85","7","3","0","74.99503333333324","8.941295885067571","-0.272","0.3287005385514973"
"173","0.85","7","3","1","74.99503333333324","8.941295885067571","-0.272","0.3287005385514973"
"176","0.85","7","4","0","79.81813333333325","6.482428879479582","-0.24300000000000013","0.3287233777191075"
"176","0.85","7","4","1","79.81813333333325","6.482428879479582","-0.24300000000000013","0.3287233777191075"
"175","0.85","7","4","0","77.22309999999997","6.8583076545891615","-0.2919999999999998","0.32502560151723675"
"175","0.85","7","4","1","77.22309999999997","6.8583076545891615","-0.2919999999999998","0.32502560151723675"
"174","0.85","7","3","0","76.43583333333322","6.767391192755002","-0.2943999999999995","0.3556615457638539"
"174","0.85","7","3","1","76.43583333333322","6.767391192755002","-0.2943999999999995","0.3556615457638539"
"177","0.85","7","4","0","75.69533333333335","7.098521638615901","-0.30559999999999876","0.3137946894182671"
"177","0.85","7","4","1","75.69533333333335","7.098521638615901","-0.30559999999999876","0.3137946894182671"
"178","0.85","7","5","0","74.69666666666674","7.4391402375637945","-0.34119999999999884","0.3136892745392521"
"178","0.85","7","5","1","74.69666666666674","7.4391402375637945","-0.34119999999999884","0.3136892745392521"
"179","0.85","7","5","0","75.82663333333332","8.325604597446606","-0.313199999999999","0.3337321338096408"
"179","0.85","7","5","1","75.82663333333332","8.325604597446606","-0.313199999999999","0.3337321338096408"
"180","0.85","7","5","0","76.14810000000003","5.953673222226701","-0.3047999999999997","0.3176127167445249"
"180","0.85","7","5","1","76.14810000000003","5.953673222226701","-0.3047999999999997","0.3176127167445249"
